證券代號,證券名稱,產業別
0828,082873　臻鼎元富56購01,
0828,082874　矽力元富56購01,
0828,082875　穎崴元富54購03,
0828,082876　虎航元富52購01,
0828,082877　聯發科國泰55購01,
0828,082878　漢翔國泰51購02,
0828,082879　中鴻富邦4C購01,
0828,08287P　南亞科國票4B售01,
0828,082880　華通富邦4C購01,
0828,082881　鴻海富邦54購01,
0828,082882　台積電富邦51購11,
0828,082883　台積電富邦52購01,
0828,082884　聯發科富邦4C購05,
0828,082885　聯發科富邦52購01,
0828,082886　聯發科富邦54購01,
0828,082887　國泰金富邦4C購01,
0828,082888　牧德富邦52購02,
0828,082889　亞翔富邦51購01,
0828,08288P　中信金國票4B售01,
0828,082890　緯穎第一56購01,
0828,082892　群高息中信53購01,
0828,082893　元日2X國票66購01,
0828,082894　川湖國票52購01,
0828,082895　華泰國票51購02,
0828,082896　聯發科國票4C購02,
0828,082897　聯發科國票51購01,
0828,082898　聯發科國票52購01,
0828,082899　富邦金國票52購01,
0828,08289P　智原國票4B售01,
0829,082900　奇鋐國票51購02,
0829,082901　緯穎元富49購01,
0829,082902　保瑞國票4C購02,
0829,082903　緯穎國票51購02,
0829,082904　復盛國票51購01,
0829,082905　臺股指國票51購04,
0829,082906　臺股指國票51購05,
0829,082907　所羅門兆豐52購01,
0829,082908　微星兆豐51購01,
0829,082909　漢翔兆豐53購01,
0829,08290P　景碩國票4B售01,
0829,082910　川湖永豐52購01,
0829,082911　華通永豐52購01,
0829,082912　華泰永豐52購01,
0829,082913　金像電永豐52購02,
0829,082916　技嘉永豐52購02,
0829,082917　台光電永豐52購02,
0829,082918　聯發科永豐5A購02,
0829,082919　德律永豐52購01,
0829,08291P　緯穎國票4B售05,
0829,082920　威健永豐4C購01,
0829,082921　健策永豐52購01,
0829,082922　貿聯永豐52購02,
0829,082923　達興永豐4C購02,
0829,082924　飛捷永豐4C購01,
0829,082925　保瑞永豐53購01,
0829,082926　緯穎永豐4C購06,
0829,082928　緯穎永豐4C購07,
0829,082929　台積電統一58購03,
0829,08292P　日本2X元大4A售02,
0829,082930　所羅門統一56購02,
0829,082931　金像電統一56購01,
0829,082932　台光電統一56購01,
0829,082933　萬海統一56購01,
0829,082934　德律統一56購01,
0829,082935　統一群益4C購01,
0829,082936　川湖群益4C購01,
0829,082937　光寶科群益51購01,
0829,082938　台達電群益51購01,
0829,082939　金像電群益51購03,
0829,08293P　鴻海中信4C售03,
0829,082940　技嘉群益4C購02,
0829,082941　技嘉群益4C購03,
0829,082942　瑞昱群益4C購02,
0829,082943　漢唐群益4C購03,
0829,082944　聯發科群益4C購08,
0829,082945　皇昌群益52購01,
0829,082946　雄獅群益52購01,
0829,082947　智原群益4C購05,
0829,082948　貿聯群益51購01,
0829,082949　達興群益4C購02,
0829,08294P　台積電中信51售01,
0829,082950　達興群益51購01,
0829,082951　T50正2凱基51購07,
0829,082952　日本反凱基52購01,
0829,082953　香港2X凱基52購02,
0829,082954　道瓊反凱基54購01,
0829,082955　亞力凱基4C購01,
0829,082956　川湖凱基4C購05,
0829,082957　鴻海凱基51購07,
0829,082958　台積電凱基4C購39,
0829,082959　台光電凱基51購02,
0829,08295P　緯創中信4A售03,
0829,082960　日勝生凱基51購01,
0829,082961　長榮凱基56購01,
0829,082962　華航凱基4C購01,
0829,082963　晟銘電凱基4C購03,
0829,082964　奇鋐凱基4C購04,
0829,082965　華擎凱基4C購02,
0829,082966　嘉澤凱基4C購03,
0829,082967　世芯凱基51購08,
0829,082968　貿聯凱基54購01,
0829,082969　中租凱基4C購01,
0829,08296P　臺股指中信4B售09,
0829,082970　保瑞凱基54購01,
0829,082971　緯穎凱基4C購06,
0829,082972　力積電凱基4C購02,
0829,082973　臺股指凱基51購15,
0829,082974　電子類凱基51購02,
0829,082975　台光電台新4C購01,
0829,082976　上証2X元大52購01,
0829,082977　SGBR2X元大51購02,
0829,082978　台泥元大4C購01,
0829,082979　中鋼元大4C購01,
0829,08297P　臺股指永豐4A售09,
0829,082980　金像電元大4C購07,
0829,082981　金像電元大51購02,
0829,082982　技嘉元大4C購01,
0829,082983　技嘉元大4C購02,
0829,082984　台光電元大4C購09,
0829,082985　台光電元大51購02,
0829,082986　漢唐元大4C購01,
0829,082987　萬海元大4C購16,
0829,082988　聯鈞元大4C購03,
0829,082989　嘉澤元大4C購05,
0829,08298P　中鋼群益4C售03,
0829,082990　貿聯元大4C購02,
0829,082991　神達元大4C購06,
0829,082992　上緯控元大4C購01,
0829,082993　瀚宇博元大4C購02,
0829,082994　力成元大4C購01,
0829,082995　保瑞元大4C購05,
0829,082996　保瑞元大54購03,
0829,082997　穎崴元大4C購05,
0829,082998　緯穎元大4C購13,
0829,082999　技嘉國票51購01,
0829,08299P　鴻海群益4C售03,
0830,083000　台光電國票51購02,
0830,083001　正崴國票51購01,
0830,083002　南亞科國票51購02,
0830,083003　長榮國票51購04,
0830,083004　富邦金國票4C購04,
0830,083005　大立光國票51購02,
0830,083006　欣興國票52購02,
0830,083007　健鼎國票51購01,
0830,083008　景碩國票51購01,
0830,083009　新日興國票4C購01,
0830,08300P　華邦電群益51售01,
0830,083010　融程電國票4C購01,
0830,083011　聯鈞國票51購02,
0830,083012　貿聯國票51購02,
0830,083013　日月光國票51購01,
0830,083014　承業醫國票4C購01,
0830,083015　材料國票51購02,
0830,083016　中租國票52購01,
0830,083017　富世達國票51購01,
0830,083018　天虹國票4C購01,
0830,083019　羅昇國票52購01,
0830,08301P　南亞科群益54售01,
0830,083020　臺股指國票51購06,
0830,083021　技嘉國泰51購01,
0830,083022　智原國泰51購02,
0830,083023　材料國泰51購02,
0830,083024　緯穎國泰51購01,
0830,083025　富世達國泰51購02,
0830,083026　元日2X富邦53購01,
0830,083027　中興電富邦4C購02,
0830,083028　川湖富邦51購01,
0830,083029　金像電富邦51購01,
0830,08302P　陽明群益4C售05,
0830,083030　台光電富邦4C購03,
0830,083031　萬海富邦4C購02,
0830,083032　聯發科第一56購01,
0830,083033　上証2X凱基52購01,
0830,083034　A50凱基4C購01,
0830,083035　元石油凱基4C購01,
0830,083036　台泥凱基4C購01,
0830,083037　台積電凱基4C購40,
0830,083038　金像電凱基51購01,
0830,083039　瑞昱凱基4C購02,
0830,08303P　中信金群益54售01,
0830,083040　正崴凱基4C購01,
0830,083041　漢唐凱基51購02,
0830,083042　聯發科凱基54購02,
0830,083043　富邦金凱基4C購01,
0830,083044　國泰金凱基4C購03,
0830,083045　智原凱基4C購05,
0830,083046　世芯凱基56購01,
0830,083047　瀚宇博凱基4C購01,
0830,083048　川湖元富54購01,
0830,083049　華通元富51購01,
0830,08304P　國企2X凱基4A售07,
0830,083050　華通元富51購02,
0830,083051　金像電元富4C購03,
0830,083052　金像電元富4C購04,
0830,083053　技嘉元富51購02,
0830,083054　技嘉元富51購03,
0830,083055　台光電元富51購01,
0830,083056　台光電元富51購02,
0830,083057　正崴元富51購01,
0830,083058　正崴元富51購02,
0830,08305P　聯電凱基4A售03,
0830,083060　晶豪科元富51購01,
0830,083061　晶豪科元富51購02,
0830,083062　奇鋐元富54購03,
0830,083063　智原元富51購02,
0830,083064　智原元富51購03,
0830,083065　材料元富53購05,
0830,083066　啟�痐葩I56購01,
0830,083067　緯穎元富51購05,
0830,083068　虎航元富55購01,
0830,083069　AES元富54購02,
0830,08306P　台積電凱基4A售50,
0830,083070　ITH元富52購01,
0830,083071　世紀鋼元富56購01,
0830,083072　美時兆豐53購01,
0830,083073　台達電兆豐4C購01,
0830,083074　技嘉兆豐51購01,
0830,083075　奇鋐兆豐4C購01,
0830,083076　新唐兆豐56購01,
0830,083077　中磊兆豐56購01,
0830,083078　美時統一5C購01,
0830,083079　一詮統一56購02,
0830,08307P　長榮凱基4A售07,
0830,083080　萬海統一56購02,
0830,083081　群創統一56購01,
0830,083082　台達電永豐51購01,
0830,083083　台積電永豐56購03,
0830,083084　金像電永豐51購04,
0830,083085　正崴永豐4C購02,
0830,083086　南亞科永豐52購01,
0830,083087　南亞科永豐52購02,
0830,083088　長榮永豐56購01,
0830,083089　健鼎永豐4C購01,
0830,08308P　大立光凱基4B售03,
0830,083090　創意永豐54購01,
0830,083091　同欣電永豐52購01,
0830,083092　愛普永豐52購01,
0830,083093　富世達永豐52購01,
0830,083094　中興電群益4C購03,
0830,083095　亞力群益4C購02,
0830,083096　上銀群益4C購05,
0830,083097　川湖群益4C購02,
0830,083098　台積電凱基4A購04,
0830,083099　台積電群益4C購16,
0830,08309P　臺股指凱基4A售31,
0831,083100　鴻準群益4C購04,
0831,083101　台光電群益4C購03,
0831,083102　南亞科群益51購06,
0831,083103　長榮群益4C購05,
0831,083104　大立光群益4C購04,
0831,083105　奇鋐群益51購03,
0831,083106　智原群益4C購06,
0831,083107　嘉澤群益4C購02,
0831,083108　健策群益4C購01,
0831,083109　健策群益52購05,
0831,08310P　喬山國票4B售02,
0831,083110　世芯群益4C購12,
0831,083111　貿聯群益4C購04,
0831,083112　材料群益56購01,
0831,083113　緯穎群益4C購03,
0831,083114　力積電群益4C購02,
0831,083115　富世達群益52購01,
0831,083116　臺股指群益4C購08,
0831,083117　臺股指群益4C購09,
0831,083118　臺股指群益4C購10,
0831,083119　士電元大4C購03,
0831,08311P　光寶科國票4B售01,
0831,083120　直得元大4C購01,
0831,083121　台積電元大4C購24,
0831,083122　金像電元大4C購08,
0831,083123　嘉澤國票47購01,
0831,083124　台光電元大4C購12,
0831,083125　京元電元大4C購05,
0831,083126　萬海元大4C購17,
0831,083127　緯創元大4C購06,
0831,083128　嘉澤元大4C購06,
0831,083129　貿聯元大4C購03,
0831,08312P　鴻海國票4B售05,
0831,083130　神達元大4C購07,
0831,083131　大銀元大4C購02,
0831,083132　材料元大4C購08,
0831,083133　材料元大51購16,
0831,083134　材料元大52購03,
0831,083135　聯茂元大4C購03,
0831,083136　緯穎元大4C購14,
0831,083137　世紀鋼元大55購01,
0831,083139　中興電凱基4C購02,
0831,08313P　金像電國票4B售02,
0831,083140　國巨凱基52購01,
0831,083141　華泰凱基51購01,
0831,083142　台積電凱基4C購41,
0831,083143　鴻準凱基51購01,
0831,083144　南亞科凱基51購04,
0831,083145　國泰金凱基4C購05,
0831,083146　德律凱基51購01,
0831,083147　健鼎凱基51購01,
0831,083148　嘉澤凱基4C購04,
0831,08314P　威盛國票4B售01,
0831,083150　貿聯凱基4C購03,
0831,083153　奇鋐統一49購01,
0831,083154　日月光凱基4C購02,
0831,083155　迅得凱基4C購02,
0831,083156　緯穎凱基4C購07,
0831,083157　世紀鋼凱基55購02,
0831,083158　新日興統一49購01,
0831,083159　南亞科中信4C購02,
0831,08315P　裕民國票4B售01,
0831,083160　南亞科中信52購01,
0831,083161　台泥永豐4C購02,
0831,083162　金像電永豐52購03,
0831,083163　微星永豐4C購01,
0831,083165　萬海永豐56購01,
0831,083166　緯創永豐56購01,
0831,08316P　大立光國票4B售06,
0831,083170　力成永豐52購01,
0831,083171　川湖台新4C購01,
0831,083172　緯創台新4C購01,
0831,083173　美時統一56購01,
0831,083174　台達電統一56購01,
0831,083175　華通統一56購01,
0831,083176　國巨統一56購01,
0831,083177　國巨統一56購02,
0831,083178　華泰統一5C購01,
0831,083179　東哥統一49購01,
0831,08317P　緯創國票4B售02,
0831,083180　順德統一56購01,
0831,083181　燿華統一56購01,
0831,083182　台光電統一56購02,
0831,083183　正崴統一56購01,
0831,083184　南亞科統一54購01,
0831,083185　南亞科統一56購02,
0831,083186　南亞科統一56購03,
0831,083187　南亞科統一56購04,
0831,083188　南亞科統一56購05,
0831,083189　南亞科統一59購02,
0831,08318P　大銀國票4B售02,
0831,083190　南亞科統一5C購01,
0831,083191　聯發科統一56購03,
0831,083192　晶豪科統一5C購01,
0831,083193　德律統一56購02,
0831,083194　智原統一56購04,
0831,083195　創意統一56購02,
0831,083196　嘉澤統一56購01,
0831,083197　日月光統一56購01,
0831,083198　定穎控統一56購01,
0831,083199　大銀統一56購01,
0831,08319P　矽力國票4B售01,
0832,083200　大銀統一59購01,
0832,083201　中租統一56購01,
0832,083202　天虹統一57購01,
0832,083203　T50正2群益4C購04,
0832,083204　上証2X群益52購02,
0832,083205　滬深2X群益4C購04,
0832,083206　台泥群益52購01,
0832,083207　中砂群益51購01,
0832,083208　金像電群益4C購04,
0832,083209　台光電群益4C購04,
0832,08320P　電子類國票4C售04,
0832,083210　正崴群益4C購01,
0832,083211　友達群益51購01,
0832,083212　盟立群益4C購02,
0832,083213　富邦金群益4C購04,
0832,083214　國泰金群益4C購02,
0832,083215　智原群益4C購07,
0832,083216　嘉澤群益4C購03,
0832,083217　jpp群益4C購01,
0832,083218　jpp群益51購01,
0832,083219　邁達特群益4C購01,
0832,08321P　電子類國票4C售05,
0832,083220　亞翔群益4C購01,
0832,083221　聯茂群益4C購01,
0832,083222　穎崴群益4C購03,
0832,083223　愛普群益51購02,
0832,083224　AES群益56購01,
0832,083225　富世達群益51購02,
0832,083226　達運光群益52購01,
0832,083227　世紀鋼群益4C購06,
0832,083228　鴻海元富4C購05,
0832,083229　鴻海元富4C購06,
0832,08322P　電子類國票4C售06,
0832,083230　華泰元富4C購01,
0832,083231　正崴元富54購01,
0832,083232　南亞科元富51購02,
0832,083233　嘉澤元富51購01,
0832,083234　世芯元富53購02,
0832,083235　jpp元富4C購01,
0832,083236　力成元富4C購01,
0832,083237　愛普元富4C購01,
0832,083238　力積電元富56購01,
0832,083239　富世達元富4C購01,
0832,08323P　台灣50元大4A售21,
0832,083240　中砂國票51購02,
0832,083241　國巨國票4C購01,
0832,083242　國巨國票51購01,
0832,083243　聯發科國票4C購03,
0832,083244　王品國票51購01,
0832,083245　智原國票51購03,
0832,083246　日電貿國票51購01,
0832,083247　嘉澤國票52購01,
0832,083248　jpp國票51購01,
0832,083249　佳必琪國票51購01,
0832,08324P　台灣50元大4A售22,
0832,083250　佳必琪國票52購01,
0832,083251　矽力國票51購02,
0832,083252　南電國票51購01,
0832,083253　世紀鋼國票4C購02,
0832,083254　世紀鋼國票52購02,
0832,083255　臺股指國票52購02,
0832,083256　臺股指國票54購01,
0832,083257　國巨國泰51購03,
0832,083258　健鼎國泰51購01,
0832,083259　嘉澤國泰51購02,
0832,08325P　臺股指元大4A售45,
0832,083260　泓德國泰51購01,
0832,083261　T50反1富邦52購02,
0832,083262　T50反1富邦53購02,
0832,083263　台泥富邦4C購01,
0832,083264　光寶科富邦4C購01,
0832,083265　台積電富邦52購02,
0832,083266　台積電富邦56購01,
0832,083267　健鼎富邦4C購01,
0832,083268　創意富邦52購01,
0832,083269　創意富邦54購01,
0832,08326P　臺股指元大4A售46,
0832,083270　世芯富邦52購01,
0832,083271　世芯富邦52購02,
0832,083272　世芯富邦53購01,
0832,083273　日月光富邦54購01,
0832,083274　臺股指富邦52購09,
0832,083275　國巨兆豐51購01,
0832,083276　華碩兆豐52購01,
0832,083277　聯發科兆豐53購01,
0832,083278　晶豪科兆豐56購01,
0832,083279　奇鋐兆豐51購01,
0832,08327P　臺股指元大4A售47,
0832,083280　健鼎兆豐53購01,
0832,083281　嘉澤兆豐4C購01,
0832,083282　ITH兆豐56購01,
0832,083283　T50反1元大4C購06,
0832,083284　道瓊反元大51購01,
0832,083285　道瓊反元大54購02,
0832,083286　台泥元大4C購02,
0832,083287　士電元大4C購04,
0832,083288　廣宇元大4C購05,
0832,083289　華泰元大4C購01,
0832,08328P　台灣50元富4A售17,
0832,083290　技嘉元大4C購03,
0832,083291　南亞科元大52購01,
0832,083292　南亞科元大55購01,
0832,083293　奇鋐元大4C購07,
0832,083294　亞光元大52購01,
0832,083295　緯創元大4C購07,
0832,083296　新日興元大4C購04,
0832,083297　群創元大4C購03,
0832,083298　嘉澤元大52購01,
0832,083299　世芯元大51購19,
0832,08329P　元債2X元富4A售04,
0833,083300　貿聯元大4C購04,
0833,083301　飛捷元大4C購02,
0833,083302　聯茂元大4C購04,
0833,083303　緯穎元大4C購15,
0833,083304　雲豹元大4C購01,
0833,083305　泓德元大4C購01,
0833,083306　ITH元大4C購04,
0833,083307　世紀鋼元大55購02,
0833,083308　臺指反中信53購01,
0833,083309　元債2X中信53購01,
0833,08330P　中502X元富54售02,
0833,083310　長榮中信52購01,
0833,083311　新光金中信4C購01,
0833,083312　臺股指中信53購10,
0833,083313　台塑永豐51購02,
0833,083314　台光電永豐52購03,
0833,083315　南亞科永豐56購01,
0833,083316　奇鋐永豐56購01,
0833,083317　智原永豐4C購02,
0833,083318　貿聯永豐52購03,
0833,083319　富世達永豐53購02,
0833,08331P　台積電元富54售06,
0833,083320　台化群益4C購01,
0833,083321　中興電群益4C購04,
0833,083322　南亞科群益4C購07,
0833,083323　偉詮電群益4C購01,
0833,083324　萬海群益51購04,
0833,083325　嘉澤群益52購01,
0833,083326　貿聯群益4C購05,
0833,083327　亞翔群益4C購02,
0833,083328　力成群益4C購01,
0833,083329　昇陽半群益52購01,
0833,08332P　台灣50中信51售01,
0833,083330　鴻準統一56購01,
0833,083331　金像電統一56購02,
0833,083332　台光電統一54購02,
0833,083333　正崴統一54購02,
0833,083334　正崴統一56購02,
0833,083335　南亞科統一5C購02,
0833,083336　友達統一56購01,
0833,083337　聯發科統一56購04,
0833,083338　長榮統一54購02,
0833,083339　陽明統一54購02,
0833,08333P　T50正2中信51售03,
0833,083340　萬海統一54購02,
0833,083341　晶豪科統一54購02,
0833,083342　奇鋐統一54購01,
0833,083343　亞光統一53購02,
0833,083344　亞光統一54購03,
0833,083345　德律統一53購02,
0833,083346　緯創統一56購01,
0833,083347　新日興統一56購01,
0833,083348　日月光統一56購02,
0833,083349　日月光國票4C購01,
0833,08334P　臺股指群益4B售26,
0833,083350　聯茂統一54購01,
0833,083351　矽力統一54購03,
0833,083352　保瑞統一54購01,
0833,083353　富世達統一56購02,
0833,083354　振樺電統一56購01,
0833,083355　T50反1凱基4C購05,
0833,083356　T50反1凱基52購01,
0833,083357　道瓊反凱基54購02,
0833,083358　台泥凱基4C購02,
0833,083359　中砂凱基4C購04,
0833,08335P　臺股指群益4B售27,
0833,083360　光寶科凱基51購01,
0833,083361　廣宇凱基4C購01,
0833,083362　台積電凱基4C購42,
0833,083363　金像電凱基4C購06,
0833,083364　南亞科凱基51購05,
0833,083365　南亞科凱基54購01,
0833,083366　友達凱基51購01,
0833,083367　聯發科凱基51購06,
0833,083368　富邦金凱基4C購03,
0833,083369　兆豐金凱基4C購01,
0833,08336P　臺股指群益4B售28,
0833,083370　亞光凱基4C購02,
0833,083371　新日興凱基4C購01,
0833,083372　祥碩凱基51購01,
0833,083373　精成科凱基4C購04,
0833,083374　佳必琪凱基4C購02,
0833,083375　愛普凱基4C購02,
0833,083376　富世達凱基51購01,
0833,083377　泓德凱基4C購02,
0833,083379　ITH凱基4C購04,
0833,08337P　臺股指群益4B售29,
0833,083380　臺股指凱基52購05,
0833,083381　中鴻元富56購01,
0833,083382　南亞科元富56購02,
0833,083383　南亞科元富56購03,
0833,083384　京元電元富4C購02,
0833,083385　聯發科元富51購04,
0833,083386　聯發科元富51購05,
0833,083387　保瑞元富4C購02,
0833,083388　世紀鋼元富4C購01,
0833,083389　臺股指元富4C購04,
0833,08338P　臺股指群益4B售30,
0833,083390　臺股指元富56購04,
0833,083391　臺股指元富56購05,
0833,083392　臺股指元富56購06,
0833,083393　臺股指元富56購07,
0833,083394　T50反1國泰51購01,
0833,083395　中砂國泰51購01,
0833,083396　合機國泰51購01,
0833,083397　台達電國泰51購01,
0833,083398　雄獅國泰51購01,
0833,083399　昇貿國泰51購01,
0833,08339P　臺股指群益4B售31,
0834,083400　世芯國泰51購02,
0834,083401　保瑞國泰51購03,
0834,083402　穎崴國泰51購02,
0834,083403　富世達國泰51購03,
0834,083404　滬深2X富邦51購03,
0834,083405　南亞科富邦53購01,
0834,083406　奇鋐富邦52購01,
0834,083407　玉晶光富邦52購01,
0834,083408　世芯富邦52購03,
0834,083409　世芯富邦53購02,
0834,08340P　臺股指群益4B售32,
0834,083410　世芯富邦53購03,
0834,083411　貿聯富邦52購01,
0834,083412　精成科富邦52購02,
0834,083413　緯穎富邦52購02,
0834,083414　金像電兆豐56購01,
0834,083415　聯發科兆豐51購02,
0834,083416　奇鋐兆豐51購02,
0834,083417　新日興兆豐51購01,
0834,083418　嘉澤兆豐4C購02,
0834,083419　台積電群益47購01,
0834,08341P　臺股指群益55售07,
0834,083420　迅得兆豐53購01,
0834,083421　保瑞兆豐4C購01,
0834,083422　愛普兆豐4C購01,
0834,083423　世紀鋼兆豐56購01,
0834,083424　台泥元大4C購03,
0834,083425　台化元大4C購02,
0834,083426　中興電元大4C購04,
0834,083427　台積電元大4C購25,
0834,083428　台積電元大4C購26,
0834,083429　台積電元大52購07,
0834,08342P　臺股指群益55售08,
0834,083430　金像電元大4C購09,
0834,083431　技嘉元大4C購04,
0834,083432　漢唐元大4C購02,
0834,083433　南亞科元大55購02,
0834,083434　聯發科元大4C購12,
0834,083435　聯發科元大4C購13,
0834,083436　王品元大4C購01,
0834,083437　雄獅元大4C購01,
0834,083438　奇鋐元大4C購09,
0834,083439　奇鋐元大4C購10,
0834,08343P　臺股指群益55售09,
0834,083440　德律元大4C購01,
0834,083443　德律元大4C購02,
0834,083444　嘉澤元大52購02,
0834,083445　精銳元大4C購03,
0834,083446　東科元大4C購01,
0834,083447　jpp元大4C購01,
0834,083448　保瑞元大51購02,
0834,083449　緯穎元大4C購17,
0834,08344P　世芯元富4A售09,
0834,083450　緯穎元大4C購18,
0834,083451　洋基元大4C購01,
0834,083452　臺股指元大4C購20,
0834,083453　臺股指元大4C購21,
0834,083454　臺股指元大4C購22,
0834,083455　中502X國票51購02,
0834,083456　中興電國票52購01,
0834,083457　大成鋼國票51購02,
0834,083459　上銀國票51購02,
0834,08345P　緯穎元富4A售07,
0834,083460　川湖國票52購02,
0834,083461　光寶科國票51購01,
0834,083462　華通國票51購02,
0834,083463　微星國票51購01,
0834,083464　南亞科國票52購01,
0834,083465　陽明國票4C購03,
0834,083466　萬海國票51購03,
0834,083467　牧德國票51購02,
0834,083468　精成科國票4C購03,
0834,083469　精成科國票52購01,
0834,08346P　中興電國票4B售01,
0834,083470　力成國票52購01,
0834,083471　啟�眥窶�51購02,
0834,083472　泓德國票4C購02,
0834,083473　勤誠國票4C購02,
0834,083474　台玻國票51購03,
0834,083475　華泰國票51購03,
0834,083476　海悅國票4C購02,
0834,083477　國泰金國票51購03,
0834,083478　永豐金國票52購01,
0834,083479　緯創國票51購04,
0834,08347P　貿聯國票4B售01,
0834,083480　虎航國票4C購02,
0834,083481　富世達國票51購02,
0834,083482　長華國票4C購01,
0834,083483　長華國票51購01,
0834,083484　富鼎國票51購01,
0834,083485　華通兆豐4C購01,
0834,083486　台光電兆豐51購01,
0834,083487　奇鋐兆豐4C購02,
0834,083488　聯發科國泰52購03,
0834,083489　奇鋐國泰51購02,
0834,08348P　台灣50凱基4A售18,
0834,083490　健策國泰51購01,
0834,083491　jpp國泰51購01,
0834,083492　精成科國泰51購02,
0834,083493　中興電富邦4C購03,
0834,083494　川湖富邦52購01,
0834,083495　台光電富邦4C購04,
0834,083496　台光電富邦53購01,
0834,083497　鉅祥富邦4C購01,
0834,083498　長榮航富邦4C購02,
0834,083499　長榮航富邦52購01,
0834,08349P　緯創凱基4A售07,
0835,083500　新光金富邦51購01,
0835,083501　威強電富邦4C購01,
0835,083502　聯發科台新4C購01,
0835,083503　大亞統一57購01,
0835,083504　燿華統一56購02,
0835,083505　全新統一54購01,
0835,083506　全新統一56購02,
0835,083507　鉅祥統一56購01,
0835,083508　智原統一56購05,
0835,083509　智原統一56購06,
0835,08350P　牧德凱基4A售04,
0835,083510　鈺邦統一56購02,
0835,083511　鈺邦統一56購03,
0835,083512　晶心科統一59購01,
0835,083513　泓德統一56購01,
0835,083514　ITH統一56購02,
0835,083515　鈺齊統一56購02,
0835,083516　百和統一56購01,
0835,083517　T50反1群益4C購06,
0835,083518　台泥群益4C購01,
0835,083519　名軒群益4C購01,
0835,08351P　臺股指凱基4A售34,
0835,083520　中砂群益4C購04,
0835,083521　台玻群益4C購03,
0835,083522　光寶科群益4C購01,
0835,083523　廣宇群益4C購03,
0835,083524　台積電群益4C購18,
0835,083525　友達群益4C購02,
0835,083526　聯發科群益51購03,
0835,083527　永豐金群益4C購01,
0835,083528　亞光群益53購02,
0835,083529　健鼎群益4C購02,
0835,08352P　電子類凱基4A售04,
0835,083530　新日興群益4C購01,
0835,083531　海華群益4C購01,
0835,083532　祥碩群益4C購02,
0835,083533　邁達特群益4C購02,
0835,083534　迎廣群益4C購01,
0835,083535　精成科群益4C購05,
0835,083536　愛普群益4C購03,
0835,083537　富鼎群益51購01,
0835,083538　滬深2X永豐52購03,
0835,083539　華城永豐51購02,
0835,08353P　T50正2元大4A售12,
0835,083540　中砂永豐52購03,
0835,083541　國巨永豐51購01,
0835,083542　皇昌永豐56購01,
0835,083543　雄獅永豐52購01,
0835,083544　健策永豐52購02,
0835,083545　AES永豐56購01,
0835,083546　鴻海元富4C購07,
0835,083547　鴻準元富4C購03,
0835,083548　聯發科元富51購06,
0835,083549　聯發科元富51購07,
0835,08354P　T50正2元大4B售03,
0835,083550　全新元富4C購01,
0835,083551　奇鋐元富51購04,
0835,083552　嘉澤元富51購02,
0835,083553　世芯元富4C購11,
0835,083554　世芯元富53購03,
0835,083555　達興元富4C購01,
0835,083556　聯發科第一56購02,
0835,083557　A50正2凱基55購01,
0835,083558　台化凱基4C購01,
0835,083559　聚陽凱基4C購01,
0835,08355P　國企2X元大4A售04,
0835,083560　中興電凱基52購01,
0835,083561　鴻海永豐49購01,
0835,083562　中砂凱基4C購05,
0835,083563　大成鋼凱基4C購05,
0835,083564　上銀凱基4C購04,
0835,083565　國巨凱基51購01,
0835,083566　台積電凱基4C購43,
0835,083567　技嘉凱基4C購02,
0835,083568　大立光凱基4C購04,
0835,083569　奇鋐凱基51購04,
0835,08356P　台積電元大4A售53,
0835,083570　德律凱基4C購01,
0835,083571　華晶科凱基52購01,
0835,083573　嘉澤凱基52購01,
0835,083574　牧德凱基51購02,
0835,083575　貿聯凱基54購02,
0835,083576　力成凱基52購01,
0835,083577　臺股指凱基4C購20,
0835,083578　臺股指凱基52購06,
0835,083579　臺股指凱基56購06,
0835,08357P　台積電元大4A售54,
0835,083580　中興電元大4C購05,
0835,083581　台達電元大4C購01,
0835,083582　廣宇元大4C購06,
0835,083583　台光電元大4C購14,
0835,083584　京元電元大4C購06,
0835,083585　奇鋐元大51購08,
0835,083586　奇鋐元大54購05,
0835,083587　日電貿元大4C購02,
0835,083588　嘉澤元大51購05,
0835,083589　辛耘元大4C購02,
0835,08358P　鴻海群益4B售06,
0835,083590　貿聯元大4C購05,
0835,083591　神達元大4C購08,
0835,083592　達興元大4C購03,
0835,083593　邁達特元大4C購01,
0835,083594　邁達特元大4C購02,
0835,083595　精成科元大51購03,
0835,083596　穎崴元大4C購06,
0835,083597　富世達元大4C購03,
0835,08359P　鴻海群益4C售04,
0836,083600　泓德元大4C購02,
0836,083601　ITH元大4C購05,
0836,083602　昇陽半元大4C購03,
0836,083603　振樺電元大4C購01,
0836,083604　世紀鋼元大56購01,
0836,083605　臺股指元大4C購23,
0836,083606　臺股指元大4C購24,
0836,083607　臺股指元大4C購25,
0836,083609　臺股指元大4C購26,
0836,08360P　貿聯群益4C售03,
0836,083611　台光電台新4C購03,
0836,083612　華城國泰51購01,
0836,083613　台積電國泰51購06,
0836,083614　台積電國泰51購07,
0836,083616　智邦國泰51購01,
0836,083617　華擎國泰51購01,
0836,083618　日月光統一49購01,
0836,083619　華城兆豐53購01,
0836,08361P　臺股指群益51售03,
0836,083620　台光電兆豐4C購01,
0836,083621　健策兆豐53購01,
0836,083622　台表科兆豐56購01,
0836,083623　AES兆豐53購01,
